Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1998","1998","7021","Annual value","USD","3717.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1999","1999","7021","Annual value","USD","4212.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2000","2000","7021","Annual value","USD","4035.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2001","2001","7021","Annual value","USD","4063.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2002","2002","7021","Annual value","USD","4566.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2003","2003","7021","Annual value","USD","5694.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2004","2004","7021","Annual value","USD","7073.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2005","2005","7021","Annual value","USD","3354.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2006","2006","7021","Annual value","USD","4077.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2007","2007","7021","Annual value","USD","4257.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2008","2008","7021","Annual value","USD","4410.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2009","2009","7021","Annual value","USD","5264.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2010","2010","7021","Annual value","USD","5772.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2011","2011","7021","Annual value","USD","6323.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2012","2012","7021","Annual value","USD","6008.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","5204.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","5915.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","4787.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","5161.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","5422.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","5580.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","5920.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","5651.8","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1993","1993","7021","Annual value","USD","2481.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1994","1994","7021","Annual value","USD","2530.3","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1995","1995","7021","Annual value","USD","1925.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1996","1996","7021","Annual value","USD","1752","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1997","1997","7021","Annual value","USD","1514.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1998","1998","7021","Annual value","USD","1446.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1999","1999","7021","Annual value","USD","1340.8","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2000","2000","7021","Annual value","USD","1205.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2001","2001","7021","Annual value","USD","1237.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2002","2002","7021","Annual value","USD","1209.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2003","2003","7021","Annual value","USD","1467.3","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2004","2004","7021","Annual value","USD","1634","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2005","2005","7021","Annual value","USD","1570.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2006","2006","7021","Annual value","USD","1587","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2007","2007","7021","Annual value","USD","1880.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2008","2008","7021","Annual value","USD","2223.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2009","2009","7021","Annual value","USD","2001.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2010","2010","7021","Annual value","USD","1854","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2011","2011","7021","Annual value","USD","2219.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2012","2012","7021","Annual value","USD","2245.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2013","2013","7021","Annual value","USD","2423","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2014","2014","7021","Annual value","USD","2393.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2015","2015","7021","Annual value","USD","2085","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2016","2016","7021","Annual value","USD","2076.3","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2017","2017","7021","Annual value","USD","2080.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2018","2018","7021","Annual value","USD","2232","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2019","2019","7021","Annual value","USD","2115.8","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2020","2020","7021","Annual value","USD","2130.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1991","1991","7021","Annual value","USD","2031.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1992","1992","7021","Annual value","USD","2155.8","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1993","1993","7021","Annual value","USD","2035","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1994","1994","7021","Annual value","USD","2074.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1995","1995","7021","Annual value","USD","1579","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","1436.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1997","1997","7021","Annual value","USD","1242.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1998","1998","7021","Annual value","USD","1185.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1999","1999","7021","Annual value","USD","1099.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2000","2000","7021","Annual value","USD","988.3","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2001","2001","7021","Annual value","USD","1014.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2002","2002","7021","Annual value","USD","991.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2003","2003","7021","Annual value","USD","1203.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2004","2004","7021","Annual value","USD","1339.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2005","2005","7021","Annual value","USD","1288.4","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2006","2006","7021","Annual value","USD","1302.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","1542.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","1823.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","1642.1","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","1520.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","1821","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","1797.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","1938.4","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","1914.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","1668","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1660.4","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1665.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1785.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","1692.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","1727","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","2988.1","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","4369.2","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","6061","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","11180.2","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","10390.2","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","6854.1","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","7190.6","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","7192.4","A","Official figure"
"PP","Producer Prices","031","Azerbaijan","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","5505.6","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","2014.4","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","1584","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","1723.2","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","2736.8","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","2570.2","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2084.8","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1385","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2057.2","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2191.8","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","1915.3","A","Official figure"
"PP","Producer Prices","112","Belarus","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","2006.6","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","1304.3","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1997","1997","7021","Annual value","USD","1377.7","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1998","1998","7021","Annual value","USD","1388.7","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1999","1999","7021","Annual value","USD","1433.1","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2000","2000","7021","Annual value","USD","1561.4","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2001","2001","7021","Annual value","USD","1490","X","Figure from international organizations"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2002","2002","7021","Annual value","USD","3306.9","A","Official figure"
"PP","Producer Prices","084","Belize","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2003","2003","7021","Annual value","USD","2204.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2006","2006","7021","Annual value","USD","3207","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2007","2007","7021","Annual value","USD","4070.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2008","2008","7021","Annual value","USD","4513.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2009","2009","7021","Annual value","USD","4123.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2010","2010","7021","Annual value","USD","3713","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2011","2011","7021","Annual value","USD","3978.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2012","2012","7021","Annual value","USD","3883.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2013","2013","7021","Annual value","USD","4085.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2014","2014","7021","Annual value","USD","4956.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2015","2015","7021","Annual value","USD","6237.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2016","2016","7021","Annual value","USD","5891.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2017","2017","7021","Annual value","USD","5992.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2018","2018","7021","Annual value","USD","6003.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2019","2019","7021","Annual value","USD","6114.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2020","2020","7021","Annual value","USD","6265.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1991","1991","7021","Annual value","USD","1483.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1992","1992","7021","Annual value","USD","1337.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1993","1993","7021","Annual value","USD","1274.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1994","1994","7021","Annual value","USD","1217","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1995","1995","7021","Annual value","USD","1218.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","1344.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1997","1997","7021","Annual value","USD","1313.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1998","1998","7021","Annual value","USD","1204.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1999","1999","7021","Annual value","USD","1159.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2000","2000","7021","Annual value","USD","1162.2","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2001","2001","7021","Annual value","USD","1135.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2002","2002","7021","Annual value","USD","1127.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2003","2003","7021","Annual value","USD","1259.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2004","2004","7021","Annual value","USD","1419.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2005","2005","7021","Annual value","USD","1442.5","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2006","2006","7021","Annual value","USD","1507.4","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","1787.5","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","2024.4","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","1889.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","1970.5","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","2233.5","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","2341.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","2282","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","2088.4","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","1806","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1697.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1726.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1798.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","1748.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","1729.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1994","1994","7021","Annual value","USD","5935.3","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1995","1995","7021","Annual value","USD","5352.9","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","5520.6","A","Official figure"
"PP","Producer Prices","191","Croatia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1997","1997","7021","Annual value","USD","4869.7","A","Official figure"
